ExpenditureID,Type,Date,Amount,DueDate,MaintenanceID,StaffID,FurnitureID
56889,Furniture,2019-10-23,694.64,2019-11-08,null,null,11680
56890,Maintenance,2020-01-09,1352.81,2020-01-30,1492,null,null
56891,Furniture,2019-09-09,793.41,2019-10-02,null,null,13050
56892,Wages,2016-12-05,47518,2017-01-28,null,298,null
56893,Maintenance,2018-02-13,1836.62,2018-03-20,2357,null,null
56894,Maintenance,2016-09-05,1932.01,2016-11-02,1705,null,null
56895,Furniture,2018-02-01,850.14,2018-02-28,null,null,12897
56896,Maintenance,2020-09-03,1403.62,2020-09-28,1653,null,null
56897,Wages,2017-04-14,145681,2017-05-01,null,312,null
56898,Maintenance,2016-01-01,1131.03,2016-02-03,2656,null,null
56899,Maintenance,2016-11-06,1962.72,2016-12-14,1046,null,null
56900,Maintenance,2018-11-19,792.47,2018-12-17,1297,null,null
56901,Maintenance,2020-10-13,1837.82,2020-12-06,1100,null,null
56902,Maintenance,2016-05-04,985.7,2016-06-16,2663,null,null
56903,Furniture,2016-11-13,989.56,2016-12-16,null,null,13993
56904,Maintenance,2020-08-02,1918.51,2020-08-27,1717,null,null
56905,Wages,2018-12-27,148080,2019-02-25,null,158,null
56906,Wages,2017-09-17,34747,2017-10-14,null,247,null
56907,Furniture,2019-10-09,776.73,2019-10-20,null,null,13239
56908,Wages,2017-05-03,145546,2017-06-28,null,293,null
56909,Wages,2017-09-06,141488,2017-09-21,null,190,null
56910,Furniture,2017-05-07,576.43,2017-06-18,null,null,12519
56911,Maintenance,2019-04-25,1360.91,2019-06-06,1345,null,null
56912,Maintenance,2017-05-01,476.31,2017-06-27,1723,null,null
56913,Maintenance,2017-02-22,1731.55,2017-03-09,1156,null,null
56914,Wages,2019-01-23,91296,2019-03-02,null,257,null
56915,Maintenance,2019-03-18,1241.21,2019-04-06,2393,null,null
56916,Wages,2020-03-05,73877,2020-03-30,null,316,null
56917,Furniture,2017-05-14,502.49,2017-07-13,null,null,13215
56918,Wages,2019-03-24,91916,2019-05-11,null,156,null
56919,Wages,2018-06-28,60368,2018-08-21,null,105,null
56920,Furniture,2020-02-04,738.51,2020-02-22,null,null,10212
56921,Maintenance,2019-04-28,1710.79,2019-06-10,1631,null,null
56922,Wages,2020-08-24,86119,2020-09-12,null,198,null
56923,Wages,2020-06-15,68725,2020-08-10,null,192,null
56924,Maintenance,2017-05-25,1049.78,2017-06-09,1863,null,null
56925,Furniture,2016-09-30,682.49,2016-11-18,null,null,13374
56926,Wages,2020-11-09,55071,2020-12-09,null,258,null
56927,Maintenance,2016-02-25,467.14,2016-03-21,1058,null,null
56928,Wages,2018-06-27,71194,2018-08-02,null,199,null
56929,Wages,2019-07-27,93685,2019-09-22,null,283,null
56930,Maintenance,2019-07-25,189.68,2019-08-22,1794,null,null
56931,Wages,2018-03-09,135478,2018-03-27,null,261,null
56932,Wages,2020-07-31,80516,2020-08-24,null,158,null
56933,Furniture,2020-07-02,637.56,2020-07-13,null,null,13481
56934,Wages,2018-11-10,124901,2018-11-26,null,254,null
56935,Maintenance,2020-01-12,771.19,2020-03-04,1724,null,null
56936,Wages,2017-09-04,143560,2017-09-19,null,209,null
56937,Furniture,2019-12-12,553.23,2020-01-02,null,null,13815
56938,Wages,2016-07-21,30029,2016-09-19,null,169,null
56939,Maintenance,2016-08-13,1664.91,2016-09-05,1656,null,null
56940,Furniture,2020-05-10,695.73,2020-05-30,null,null,13323
56941,Maintenance,2016-09-21,647.19,2016-11-06,1309,null,null
56942,Wages,2020-06-17,145664,2020-08-08,null,287,null
56943,Furniture,2016-10-11,509.67,2016-10-25,null,null,11964
56944,Wages,2019-01-17,54425,2019-02-23,null,108,null
56945,Maintenance,2020-10-04,1014.33,2020-11-22,2503,null,null
56946,Wages,2016-05-20,41112,2016-07-01,null,203,null
56947,Furniture,2016-09-06,591.19,2016-09-24,null,null,11098
56948,Wages,2017-01-14,116342,2017-03-08,null,144,null
56949,Maintenance,2020-08-23,1187.82,2020-09-27,1848,null,null
56950,Furniture,2017-05-17,781,2017-06-17,null,null,12160
56951,Wages,2017-12-04,61651,2017-12-28,null,234,null
56952,Wages,2017-02-04,98937,2017-03-22,null,173,null
56953,Wages,2017-03-31,139385,2017-05-10,null,158,null
56954,Maintenance,2017-04-04,1179.15,2017-04-21,2008,null,null
56955,Maintenance,2019-12-17,1951.32,2020-01-19,1484,null,null
56956,Furniture,2016-03-17,615.15,2016-04-09,null,null,13615
56957,Furniture,2019-04-02,612.96,2019-05-17,null,null,12383
56958,Furniture,2019-10-02,515.13,2019-11-25,null,null,12514
56959,Furniture,2020-10-13,975.67,2020-11-02,null,null,10427
56960,Wages,2017-12-16,146224,2018-01-17,null,198,null
56961,Furniture,2017-08-24,681.92,2017-09-28,null,null,13055
56962,Maintenance,2018-01-29,893.24,2018-03-27,2546,null,null
56963,Furniture,2018-06-29,901.74,2018-07-09,null,null,11942
56964,Maintenance,2016-02-15,1289.86,2016-03-29,2606,null,null
56965,Wages,2017-04-24,128589,2017-06-02,null,132,null
56966,Furniture,2016-12-15,598.12,2017-02-06,null,null,11111
56967,Furniture,2016-12-27,990.17,2017-01-07,null,null,12756
56968,Maintenance,2017-10-01,1600.61,2017-11-05,2945,null,null
56969,Maintenance,2018-05-09,1264.09,2018-07-04,2812,null,null
56970,Furniture,2016-10-15,924.16,2016-11-11,null,null,11547
56971,Wages,2019-09-01,74640,2019-10-31,null,252,null
56972,Furniture,2016-11-27,946.5,2017-01-23,null,null,14142
56973,Maintenance,2015-12-10,205.88,2016-01-23,1307,null,null
56974,Furniture,2018-12-24,994.54,2019-02-05,null,null,10875
56975,Furniture,2017-10-06,623.14,2017-12-05,null,null,13534
56976,Furniture,2020-01-16,549.67,2020-02-14,null,null,11360
56977,Maintenance,2016-01-28,1753.25,2016-02-14,1556,null,null
56978,Maintenance,2019-09-17,229.36,2019-11-13,2208,null,null
56979,Furniture,2016-10-11,965.92,2016-11-18,null,null,14015
56980,Maintenance,2018-12-02,1283.13,2019-01-28,1102,null,null
56981,Furniture,2019-04-08,555.83,2019-05-27,null,null,12660
56982,Maintenance,2016-06-27,1675.84,2016-07-21,1546,null,null
56983,Maintenance,2016-10-17,1469.79,2016-11-09,1345,null,null
56984,Maintenance,2019-11-25,143.67,2019-12-13,2672,null,null
56985,Furniture,2018-10-05,757.68,2018-11-30,null,null,11302
56986,Maintenance,2020-03-04,843.21,2020-04-05,2435,null,null
56987,Wages,2020-01-09,83821,2020-03-06,null,259,null
56988,Furniture,2020-07-21,952.79,2020-07-31,null,null,13791
56989,Wages,2016-08-04,114546,2016-09-05,null,173,null
56990,Maintenance,2017-12-19,1816.71,2018-01-11,1520,null,null
56991,Wages,2017-06-22,77049,2017-07-20,null,187,null
56992,Wages,2020-04-24,68627,2020-05-18,null,273,null
56993,Furniture,2020-03-15,781.23,2020-04-09,null,null,13032
56994,Maintenance,2019-05-20,1289.49,2019-07-08,1731,null,null
56995,Furniture,2019-11-15,584.35,2019-12-20,null,null,13368
56996,Wages,2020-06-09,107975,2020-07-16,null,151,null
56997,Furniture,2020-02-15,890.07,2020-04-03,null,null,10746
56998,Wages,2020-07-13,34310,2020-07-31,null,306,null
56999,Maintenance,2017-11-14,977.05,2018-01-08,2914,null,null
57000,Maintenance,2018-09-18,751.11,2018-10-02,2553,null,null
57001,Wages,2016-04-18,126235,2016-05-11,null,115,null
57002,Furniture,2019-03-20,570.59,2019-04-08,null,null,12497
57003,Maintenance,2017-12-27,1497.52,2018-02-22,2940,null,null
57004,Wages,2020-06-23,27679,2020-07-09,null,241,null
57005,Furniture,2018-06-06,663.39,2018-07-23,null,null,13999
57006,Furniture,2018-05-01,901.95,2018-05-25,null,null,13747
57007,Maintenance,2017-06-23,1758.44,2017-07-09,1245,null,null
57008,Furniture,2020-07-08,602.7,2020-07-27,null,null,13498
57009,Furniture,2017-10-20,505.44,2017-11-07,null,null,14145
57010,Maintenance,2016-06-28,362.55,2016-08-14,2388,null,null
57011,Furniture,2019-11-21,537.1,2019-12-17,null,null,12260
57012,Wages,2020-01-09,55658,2020-02-10,null,119,null
57013,Maintenance,2016-12-11,1011.81,2017-01-03,1157,null,null
57014,Maintenance,2016-12-18,495.35,2016-12-31,1674,null,null
57015,Furniture,2016-04-17,785.29,2016-05-30,null,null,10919
57016,Maintenance,2018-04-09,1545.82,2018-05-26,2405,null,null
57017,Wages,2016-09-28,126351,2016-10-08,null,290,null
57018,Wages,2016-10-15,141494,2016-11-12,null,141,null
57019,Wages,2018-07-22,148739,2018-08-22,null,279,null
57020,Maintenance,2019-03-09,1944.17,2019-04-20,2330,null,null
57021,Furniture,2017-08-04,684.89,2017-08-30,null,null,10896
57022,Furniture,2016-04-08,991.62,2016-06-02,null,null,13684
57023,Maintenance,2018-12-29,710.24,2019-02-06,2560,null,null
57024,Wages,2019-02-03,36251,2019-02-20,null,269,null
57025,Maintenance,2019-12-13,1704.11,2019-12-30,2276,null,null
57026,Maintenance,2017-12-14,1172.34,2017-12-30,2948,null,null
57027,Furniture,2019-11-08,787.38,2019-11-20,null,null,10580
57028,Maintenance,2018-01-09,209.13,2018-02-09,1202,null,null
57029,Wages,2016-02-05,88504,2016-02-21,null,251,null
57030,Wages,2016-10-15,136352,2016-11-12,null,300,null
57031,Furniture,2018-02-06,819.75,2018-03-29,null,null,12927
57032,Maintenance,2019-12-01,1485.69,2019-12-26,2358,null,null
57033,Maintenance,2018-03-15,1187.05,2018-04-26,1179,null,null
57034,Maintenance,2016-12-30,1527.89,2017-02-06,2868,null,null
57035,Wages,2020-01-21,37508,2020-02-21,null,305,null
57036,Wages,2018-10-26,133906,2018-11-14,null,277,null
57037,Furniture,2016-11-09,941.67,2017-01-04,null,null,11494
57038,Furniture,2016-04-09,688.88,2016-05-21,null,null,11608
57039,Wages,2016-10-20,131611,2016-11-23,null,163,null
57040,Wages,2019-12-13,104128,2020-01-17,null,131,null
57041,Furniture,2020-05-25,639.34,2020-06-23,null,null,11279
57042,Maintenance,2017-11-20,147.96,2017-12-26,1719,null,null
57043,Maintenance,2019-08-13,1034.12,2019-09-15,1193,null,null
57044,Furniture,2018-12-14,557.25,2019-01-21,null,null,10578
57045,Furniture,2019-06-16,911.72,2019-08-13,null,null,11717
57046,Maintenance,2016-10-26,586.79,2016-12-18,1962,null,null
57047,Furniture,2020-07-11,612.24,2020-09-07,null,null,11146
57048,Wages,2017-02-23,60806,2017-04-20,null,259,null
57049,Wages,2016-08-15,121747,2016-08-31,null,214,null
57050,Wages,2016-03-18,98697,2016-05-07,null,311,null
57051,Maintenance,2018-11-26,170.65,2019-01-01,1809,null,null
57052,Wages,2017-05-29,140167,2017-07-06,null,309,null
57053,Furniture,2019-08-26,738.89,2019-09-12,null,null,12592
57054,Furniture,2018-12-02,983.31,2019-01-31,null,null,14016
57055,Wages,2017-02-09,134675,2017-03-09,null,277,null
57056,Furniture,2019-05-23,615.24,2019-06-03,null,null,10561
57057,Furniture,2019-10-06,517.12,2019-11-18,null,null,12343
57058,Wages,2019-06-11,27461,2019-07-10,null,118,null
57059,Wages,2018-12-15,92186,2019-01-01,null,219,null
57060,Wages,2016-02-27,58636,2016-04-23,null,139,null
57061,Wages,2016-03-26,137238,2016-05-12,null,141,null
57062,Wages,2018-01-02,65056,2018-02-03,null,297,null
57063,Wages,2018-05-03,106213,2018-05-27,null,297,null
57064,Wages,2016-05-21,141332,2016-06-29,null,112,null
57065,Furniture,2020-01-30,557.23,2020-02-12,null,null,11769
57066,Furniture,2019-08-10,963.63,2019-10-03,null,null,12055
57067,Furniture,2019-05-13,921.46,2019-06-17,null,null,13408
57068,Maintenance,2016-02-10,869.85,2016-03-22,2860,null,null
57069,Maintenance,2015-12-01,1276.89,2015-12-20,1066,null,null
57070,Wages,2018-12-25,118313,2019-01-15,null,166,null
57071,Wages,2017-04-01,143162,2017-05-21,null,307,null
57072,Furniture,2019-05-20,790.17,2019-06-09,null,null,11892
57073,Furniture,2018-05-07,785.06,2018-05-19,null,null,13433
57074,Maintenance,2020-07-25,745.87,2020-08-06,2482,null,null
57075,Maintenance,2016-04-05,1898.78,2016-06-02,1712,null,null
57076,Wages,2019-06-01,148459,2019-07-13,null,245,null
57077,Maintenance,2020-03-17,1793.25,2020-04-06,1413,null,null
57078,Furniture,2018-01-19,794.88,2018-03-14,null,null,10607
57079,Wages,2017-07-03,61357,2017-08-06,null,179,null
57080,Wages,2020-05-21,140440,2020-07-04,null,180,null
57081,Maintenance,2016-02-20,558.7,2016-03-05,1252,null,null
57082,Furniture,2017-03-13,680.26,2017-05-12,null,null,13517
57083,Furniture,2018-01-13,800.66,2018-03-09,null,null,11901
57084,Maintenance,2016-08-03,1861.41,2016-08-26,1878,null,null
57085,Wages,2019-07-24,136237,2019-09-14,null,122,null
57086,Furniture,2017-05-04,639.34,2017-06-23,null,null,12468
57087,Furniture,2019-07-02,876.82,2019-08-18,null,null,14103
57088,Maintenance,2018-01-04,1407.85,2018-02-07,2790,null,null
57089,Maintenance,2020-05-27,478.42,2020-06-23,1524,null,null
57090,Maintenance,2016-02-12,1478.08,2016-04-01,2997,null,null
57091,Furniture,2019-08-22,613.96,2019-10-16,null,null,13131
57092,Maintenance,2016-03-01,1023.59,2016-03-14,2246,null,null
57093,Furniture,2016-06-19,894.55,2016-08-12,null,null,13507
57094,Maintenance,2019-05-18,1645.56,2019-06-06,1732,null,null
57095,Wages,2020-03-04,79614,2020-03-19,null,276,null
57096,Maintenance,2019-10-15,470.53,2019-11-24,2441,null,null
57097,Furniture,2018-06-05,895.76,2018-07-08,null,null,10339
57098,Maintenance,2017-02-23,1644.27,2017-04-11,1463,null,null
57099,Furniture,2016-04-13,584.75,2016-06-08,null,null,11854
57100,Wages,2016-09-15,40827,2016-11-13,null,285,null
57101,Furniture,2019-08-20,802.99,2019-10-06,null,null,14139
57102,Wages,2019-10-10,60759,2019-11-23,null,165,null
57103,Wages,2016-05-13,138650,2016-05-30,null,146,null
57104,Wages,2020-04-18,103188,2020-06-12,null,197,null
57105,Furniture,2019-02-12,665.11,2019-03-11,null,null,11713
57106,Furniture,2018-05-18,662.51,2018-07-01,null,null,11629
57107,Maintenance,2016-06-14,1236.2,2016-07-24,2422,null,null
57108,Maintenance,2019-02-11,646.92,2019-03-19,1484,null,null
57109,Wages,2017-12-09,49738,2017-12-20,null,305,null
57110,Wages,2016-05-16,59359,2016-06-23,null,165,null
57111,Maintenance,2017-01-12,1057.53,2017-02-16,2575,null,null
57112,Furniture,2018-02-16,932.37,2018-03-06,null,null,10421
57113,Wages,2017-06-14,112316,2017-07-13,null,225,null
57114,Furniture,2018-07-07,867.56,2018-07-26,null,null,13188
57115,Furniture,2018-07-15,669.53,2018-08-24,null,null,11402
57116,Furniture,2018-04-17,690.5,2018-05-19,null,null,10738
57117,Maintenance,2018-05-25,1618.61,2018-06-19,2466,null,null
57118,Furniture,2020-02-09,681.75,2020-03-08,null,null,13118
57119,Maintenance,2019-12-07,115.75,2020-01-31,2986,null,null
57120,Furniture,2016-06-27,909.68,2016-08-25,null,null,10447
57121,Wages,2018-03-04,45624,2018-04-20,null,247,null
57122,Wages,2017-04-29,55998,2017-05-13,null,105,null
57123,Furniture,2017-07-06,596.03,2017-07-22,null,null,12645
57124,Furniture,2017-05-21,767.9,2017-06-04,null,null,13024
57125,Wages,2017-02-19,46150,2017-03-28,null,122,null
57126,Furniture,2016-03-31,577.6,2016-04-21,null,null,12649
57127,Wages,2016-06-11,67120,2016-07-13,null,191,null
57128,Wages,2015-12-13,27756,2016-01-10,null,264,null
57129,Furniture,2019-03-01,603.85,2019-03-28,null,null,12307
57130,Wages,2020-01-18,69547,2020-02-22,null,221,null
57131,Maintenance,2016-11-02,1032.37,2016-12-29,1808,null,null
57132,Wages,2016-03-02,145447,2016-03-19,null,188,null
57133,Wages,2017-03-28,37450,2017-05-24,null,144,null
57134,Maintenance,2019-01-27,1618.55,2019-03-04,1177,null,null
57135,Wages,2019-12-12,29307,2019-12-27,null,112,null
57136,Furniture,2018-12-19,698.55,2018-12-31,null,null,10542
57137,Furniture,2018-12-25,609.42,2019-01-30,null,null,10722
57138,Maintenance,2018-09-07,834.85,2018-10-11,1388,null,null
57139,Maintenance,2018-08-18,1840.19,2018-09-23,2630,null,null
57140,Maintenance,2016-12-31,878.43,2017-02-01,2131,null,null
57141,Maintenance,2017-07-03,202.39,2017-07-27,1303,null,null
57142,Maintenance,2016-05-08,251.62,2016-05-26,1986,null,null
57143,Wages,2018-12-14,73154,2018-12-26,null,217,null
57144,Furniture,2020-05-18,851.31,2020-06-07,null,null,10781
57145,Furniture,2019-05-16,976.65,2019-07-01,null,null,11176
57146,Wages,2016-08-29,94784,2016-10-14,null,279,null
57147,Wages,2020-03-22,111391,2020-05-12,null,105,null
57148,Furniture,2016-02-20,565.22,2016-03-19,null,null,12822
57149,Maintenance,2019-07-23,300.43,2019-09-08,2482,null,null
57150,Furniture,2018-08-05,850.8,2018-09-03,null,null,10335
57151,Wages,2017-07-14,30219,2017-08-13,null,212,null
57152,Maintenance,2016-12-28,527.52,2017-02-10,1508,null,null
57153,Maintenance,2017-04-27,940.54,2017-05-31,1017,null,null
57154,Maintenance,2019-09-22,1136.46,2019-10-05,1777,null,null
57155,Furniture,2016-08-26,591.66,2016-10-16,null,null,13439
57156,Furniture,2017-05-25,874.45,2017-06-17,null,null,13867
57157,Furniture,2017-01-29,829.99,2017-02-14,null,null,12844
57158,Maintenance,2016-10-16,1835.36,2016-11-02,1248,null,null
57159,Maintenance,2019-12-24,317.86,2020-01-25,1330,null,null
57160,Maintenance,2017-12-22,1266.69,2018-01-15,2471,null,null
57161,Maintenance,2017-03-31,348.84,2017-05-21,2846,null,null
57162,Wages,2016-11-08,130475,2016-12-06,null,277,null
57163,Maintenance,2017-06-01,371.72,2017-07-12,1463,null,null
57164,Maintenance,2020-07-15,986.65,2020-09-11,1813,null,null
57165,Wages,2019-12-30,118871,2020-02-19,null,317,null
57166,Maintenance,2020-07-19,1221.46,2020-09-10,2822,null,null
57167,Maintenance,2016-06-19,738.3,2016-08-13,2253,null,null
57168,Wages,2016-07-20,95396,2016-09-01,null,123,null
57169,Furniture,2017-07-15,780.69,2017-08-15,null,null,11650
57170,Wages,2020-01-23,117115,2020-03-16,null,136,null
57171,Furniture,2016-04-26,915.51,2016-06-20,null,null,11630
57172,Maintenance,2018-10-02,1004.82,2018-11-12,1156,null,null
57173,Wages,2017-07-28,92719,2017-09-12,null,239,null
57174,Wages,2016-04-27,46016,2016-05-17,null,116,null
57175,Maintenance,2016-03-03,1111.25,2016-03-28,2219,null,null
57176,Wages,2016-03-04,95252,2016-04-14,null,124,null
57177,Furniture,2016-01-10,940.99,2016-01-20,null,null,11725
57178,Wages,2020-09-15,125401,2020-10-19,null,208,null
57179,Furniture,2018-05-02,697.4,2018-05-13,null,null,13503
57180,Wages,2019-12-29,76206,2020-02-11,null,197,null
57181,Furniture,2020-04-08,579.22,2020-05-20,null,null,13252
57182,Furniture,2017-04-07,969.55,2017-05-15,null,null,12236
57183,Wages,2016-10-30,104231,2016-12-01,null,310,null
57184,Furniture,2019-10-18,911.23,2019-12-01,null,null,10933
57185,Wages,2019-11-07,95774,2019-11-30,null,134,null
57186,Furniture,2018-10-12,862.88,2018-11-20,null,null,10832
57187,Furniture,2017-12-08,571.27,2018-01-17,null,null,10349
57188,Wages,2020-11-13,99548,2021-01-02,null,317,null
57189,Furniture,2020-09-05,671.13,2020-10-20,null,null,13044
57190,Furniture,2020-05-19,958.53,2020-06-13,null,null,13346
57191,Wages,2020-04-22,112171,2020-05-26,null,259,null
57192,Wages,2016-06-17,54214,2016-07-07,null,107,null
57193,Furniture,2015-12-03,987.86,2016-01-10,null,null,11253
57194,Furniture,2017-01-21,927.98,2017-03-01,null,null,13058
57195,Wages,2016-08-08,33230,2016-09-07,null,120,null
57196,Wages,2018-07-06,119029,2018-08-05,null,180,null
57197,Maintenance,2018-06-20,1780.2,2018-06-30,2236,null,null
57198,Wages,2020-08-02,74815,2020-09-21,null,153,null
57199,Wages,2020-02-28,31081,2020-03-30,null,217,null
57200,Maintenance,2018-06-09,1254.15,2018-07-22,2216,null,null
57201,Maintenance,2016-01-15,155.9,2016-02-16,1800,null,null
57202,Wages,2017-05-07,101384,2017-05-20,null,222,null
57203,Maintenance,2019-04-24,745.09,2019-05-10,2397,null,null
57204,Furniture,2016-04-03,949.84,2016-04-17,null,null,11390
57205,Wages,2020-11-15,26720,2020-12-26,null,159,null
57206,Furniture,2020-01-07,655.85,2020-03-03,null,null,11590
57207,Furniture,2017-05-21,634.38,2017-06-07,null,null,10601
57208,Furniture,2019-07-31,743.7,2019-09-06,null,null,11298
57209,Furniture,2016-07-31,571.84,2016-08-25,null,null,10857
57210,Maintenance,2018-08-08,371.96,2018-09-19,2260,null,null
57211,Wages,2019-01-19,77687,2019-03-09,null,262,null
57212,Furniture,2019-09-02,961.52,2019-09-18,null,null,11688
57213,Furniture,2016-11-16,880.95,2017-01-11,null,null,12046
57214,Maintenance,2019-02-07,1685.25,2019-03-30,1264,null,null
57215,Wages,2018-08-07,146567,2018-08-21,null,296,null
57216,Maintenance,2019-08-23,1492.09,2019-10-21,1739,null,null
57217,Furniture,2019-11-12,834.5,2020-01-10,null,null,11002
57218,Wages,2016-12-22,28659,2017-02-14,null,192,null
57219,Furniture,2020-08-04,653.97,2020-09-06,null,null,12909
57220,Wages,2019-12-11,62634,2020-01-23,null,227,null
57221,Wages,2017-09-11,37355,2017-11-06,null,150,null
57222,Wages,2019-09-23,51271,2019-11-12,null,190,null
57223,Wages,2020-02-17,47515,2020-02-28,null,181,null
57224,Furniture,2017-09-23,727.4,2017-11-02,null,null,11382
57225,Wages,2020-02-05,121087,2020-02-26,null,268,null
57226,Maintenance,2019-12-28,823.68,2020-02-06,2965,null,null
57227,Furniture,2017-02-13,630.28,2017-03-12,null,null,14099
57228,Furniture,2019-10-28,871.88,2019-11-27,null,null,12059
57229,Maintenance,2019-05-18,637.23,2019-07-13,1733,null,null
57230,Maintenance,2017-11-16,1572.37,2017-12-04,1755,null,null
57231,Maintenance,2016-01-21,776.33,2016-02-17,1052,null,null
57232,Furniture,2017-12-20,865.79,2018-01-01,null,null,10713
57233,Wages,2019-03-25,107275,2019-05-20,null,145,null
57234,Wages,2018-12-27,110129,2019-02-15,null,200,null
57235,Wages,2020-09-08,63847,2020-10-06,null,209,null
57236,Wages,2016-06-14,143417,2016-07-22,null,215,null
57237,Wages,2020-03-02,103512,2020-03-13,null,159,null
57238,Furniture,2017-01-04,621.14,2017-03-04,null,null,12488
57239,Furniture,2017-07-21,841.99,2017-08-05,null,null,11866
57240,Wages,2017-06-16,119883,2017-07-15,null,217,null
57241,Wages,2016-10-24,57390,2016-11-30,null,159,null
57242,Maintenance,2019-10-12,1181.3,2019-11-06,2673,null,null
57243,Furniture,2020-04-20,599.1,2020-05-28,null,null,13439
57244,Maintenance,2018-11-02,641.55,2018-12-14,1281,null,null
57245,Furniture,2018-03-01,793.07,2018-04-23,null,null,11681
57246,Wages,2018-05-25,129817,2018-06-17,null,307,null
57247,Maintenance,2020-03-06,1618.61,2020-04-22,2768,null,null
57248,Maintenance,2020-01-12,993.35,2020-03-06,2208,null,null
57249,Furniture,2016-01-05,692.31,2016-03-05,null,null,13075
57250,Furniture,2018-01-17,820.29,2018-01-29,null,null,11929
57251,Furniture,2018-10-16,903.12,2018-11-27,null,null,11881
57252,Wages,2017-12-02,137164,2017-12-13,null,193,null
57253,Maintenance,2018-05-03,1548.57,2018-05-16,2394,null,null
57254,Maintenance,2020-07-02,1580.29,2020-08-02,2907,null,null
57255,Maintenance,2018-01-31,1718.74,2018-03-13,1687,null,null
57256,Furniture,2017-04-14,672.54,2017-05-29,null,null,12509
57257,Maintenance,2017-06-08,1815.11,2017-07-08,1150,null,null
57258,Furniture,2017-07-14,876.2,2017-08-13,null,null,10944
57259,Maintenance,2018-12-27,1523.53,2019-01-19,1952,null,null
57260,Maintenance,2019-12-14,404.82,2019-12-28,1614,null,null
57261,Maintenance,2018-08-25,1219.55,2018-10-11,1920,null,null
57262,Maintenance,2020-10-09,1245.72,2020-11-24,1904,null,null
57263,Furniture,2017-05-26,703.4,2017-06-10,null,null,12045
57264,Maintenance,2018-03-02,1090.98,2018-03-28,2661,null,null
57265,Wages,2016-12-14,53467,2017-01-31,null,241,null
57266,Maintenance,2018-11-27,330.99,2018-12-10,1082,null,null
57267,Furniture,2017-10-15,559.08,2017-10-28,null,null,12209
57268,Furniture,2020-03-22,523.05,2020-04-29,null,null,10384
57269,Furniture,2016-08-31,948.15,2016-09-25,null,null,11134
57270,Wages,2020-07-02,28268,2020-07-16,null,139,null
57271,Furniture,2016-12-19,740.68,2017-01-25,null,null,11880
57272,Maintenance,2016-03-24,1068.33,2016-04-26,2735,null,null
57273,Furniture,2019-07-03,694.73,2019-07-22,null,null,10720
57274,Furniture,2016-01-09,621.64,2016-01-22,null,null,11401
57275,Furniture,2017-05-23,837.61,2017-07-13,null,null,14157
57276,Maintenance,2020-08-26,1666.51,2020-10-09,1167,null,null
57277,Maintenance,2018-06-03,270.33,2018-07-31,2227,null,null
57278,Furniture,2020-09-12,997.75,2020-10-23,null,null,12147
57279,Wages,2016-11-19,76540,2016-11-30,null,154,null
57280,Furniture,2016-12-18,804.37,2017-02-02,null,null,13670
57281,Furniture,2017-11-26,868.64,2018-01-03,null,null,10345
57282,Furniture,2017-04-09,817.84,2017-05-05,null,null,10245
57283,Wages,2019-05-21,86859,2019-06-30,null,174,null
57284,Maintenance,2017-07-06,814.45,2017-07-27,2713,null,null
57285,Wages,2019-08-06,49095,2019-10-04,null,253,null
57286,Maintenance,2017-07-08,1882,2017-08-26,2808,null,null
57287,Furniture,2016-10-15,671.21,2016-12-12,null,null,10605
57288,Wages,2016-10-18,87556,2016-11-01,null,256,null
57289,Furniture,2018-09-07,639.24,2018-10-05,null,null,12366
57290,Furniture,2016-11-07,811.09,2016-12-09,null,null,12726
57291,Wages,2019-03-21,117441,2019-05-17,null,177,null
57292,Wages,2017-11-11,41062,2018-01-02,null,103,null
57293,Maintenance,2019-04-27,113.7,2019-06-20,1214,null,null
57294,Furniture,2020-08-23,857.52,2020-10-01,null,null,10904
57295,Maintenance,2018-07-30,737.95,2018-08-20,1595,null,null
57296,Furniture,2016-05-27,633.15,2016-07-20,null,null,13888
57297,Maintenance,2018-07-29,289.77,2018-09-04,1076,null,null
57298,Furniture,2019-03-06,718.85,2019-04-14,null,null,13911
57299,Wages,2018-03-30,92824,2018-05-25,null,222,null
57300,Wages,2017-11-22,56964,2017-12-09,null,126,null
57301,Furniture,2017-11-15,686.71,2017-12-01,null,null,10926
57302,Wages,2017-08-08,132486,2017-09-04,null,193,null
57303,Furniture,2018-04-05,503.24,2018-04-19,null,null,12460
57304,Wages,2020-03-29,119613,2020-05-16,null,193,null
57305,Furniture,2016-10-21,977.53,2016-12-16,null,null,14034
57306,Furniture,2017-09-30,782.9,2017-11-08,null,null,12997
57307,Wages,2018-03-12,90594,2018-04-22,null,259,null
57308,Wages,2017-03-02,59852,2017-04-10,null,131,null
57309,Maintenance,2016-05-03,936.96,2016-06-07,2775,null,null
57310,Maintenance,2017-11-15,247.83,2017-12-03,2926,null,null
57311,Maintenance,2015-11-24,1104.43,2015-12-26,2382,null,null
57312,Maintenance,2017-05-08,1839.72,2017-05-23,1225,null,null
57313,Furniture,2018-10-24,884.08,2018-11-14,null,null,12493
57314,Wages,2018-03-03,147448,2018-04-12,null,175,null
57315,Furniture,2017-06-12,775.26,2017-07-30,null,null,11283
57316,Wages,2017-05-10,48664,2017-07-04,null,133,null
57317,Wages,2017-12-14,52921,2018-01-12,null,221,null
